law_act_id,paragraph_id,text
3251174,3252954,“Texnik jihatdan tartibga solish to‘g‘risida”gi O‘zbekiston Respublikasi 1. Bosim ostida ishlaydigan uskunalarning xavfsizligi to‘g‘risidagi umumiy texnik reglament ilovaga 2. “Texnik jihatdan tartibga solish to‘g‘risida”gi O‘zbekiston Respublikasi
3251174,3252970,3. “O‘zstandart” agentligi vakolatli organlar bilan birgalikda ushbu qaror bilan tasdiqlangan Umumiy texnik reglament amalga kiritilgan kundan boshlab bosim ostida ishlaydigan uskunalarni standartlashtirish bo‘yicha normativ hujjatlarni qo‘llashda majburiylik xususiyatini bekor qilish va ixtiyoriylikni ta’minlash yuzasidan belgilangan tartibda chora-tadbirlar ko‘rsin.
3251174,4256898,"4. O‘zbekiston Respublikasi Sanoat xavfsizligi davlat qo‘mitasi, “O‘zstandart” agentligi O‘zbekiston milliy teleradiokompaniyasi bilan birgalikda — tasdiqlangan Umumiy texnik reglamentning maqsadlari, mazmuni va uni qo‘llash tartibi to‘g‘risida aholi, davlat va xo‘jalik boshqaruvi organlari, tadbirkorlik faoliyati subyektlari keng xabardor qilinishini ta’minlasin. 5. Mazkur qarorning bajarilishini nazorat qilish O‘zbekiston Respublikasi Bosh vazirining o‘rinbosarlari G‘.I. Ibragimov va U.U. Rozukulov zimmasiga yuklansin."
