law_act_id,paragraph_id,text
3903458,3904800,O‘zbekiston Respublikasi Prezidentining 2017-yil 2-sentabrdagi PF-5177-son “Valyuta siyosatini liberallashtirish bo‘yicha birinchi navbatdagi chora-tadbirlar to‘g‘risida”gi
3903458,3904801,"1. O‘zbekiston Respublikasi Sog‘liqni saqlash vazirligi, Moliya vazirligi va Markaziy banki Boshqaruvining 2016-yil 16-sentabrdagi 66, 70, 340-V-son qarori (ro‘yxat raqami 2828, 2016-yil 3-oktabr) (O‘zbekiston Respublikasi qonun hujjatlari to‘plami, 2016-y., 40-son, 470-modda) bilan tasdiqlangan Yodlangan tuzni realizatsiya qilishdan tushgan mablag‘larning bir qismini O‘zbekiston Respublikasi Sog‘liqni saqlash vazirligi huzuridagi “Salomatlik-3” loyihasini amalga oshirish Markaziy byurosining maxsus hisob raqamida jamlash tartibi to‘g‘risidagi 2. Mazkur qaror rasmiy e’lon qilingan kundan e’tiboran kuchga kiradi. 1. 3-bandning “Mikronutriyentlar bo‘yicha aylanma mablag‘lar hisobi Markaziy byuro tomonidan AQSh dollarida yuritiladi”. 2. “10. Joriy yil uchun aylanma mablag‘lar hajmi 1-yanvar holatiga quyidagi formula orqali aniqlanadi va Markaziy byuro tomonidan xar yili tasdiqlanadi: JAM = (M x 3) x (MQ/BK) , bunda: JAM — joriy yil uchun aylanma mablag‘lar hajmi (AQSh dollarida); M — korxonalarga berilgan mikronutriyentlarning yillik o‘rtacha hajmi (kg); MQ — bir kilogramm mikronutriyentning amaldagi qiymati (narxi) (so‘m). BK — belgilangan kurs (so‘m)”. 3. “13. Korxonalarga beriladigan mikronutriyentning qiymati (narxi) quyidagi formula asosida har oyning birinchi sanasiga aniqlanadi va mazkur Nizomning ilovasiga muvofiq O‘zbekiston Respublikasi Sog‘liqni saqlash vazirligi tomonidan tasdiqlanadi: bunda: MQ — bir kilogramm mikronutriyentning qiymati (narxi) (so‘m); JAM — joriy yil uchun aylanma mablag‘lar hajmi (AQSh dollarida); Dt — tuzni yodlovchi mikronutriyentlar bo‘yicha debitor qarzdorlik (AQSh dollarida); Kt — tuzni yodlovchi mikronutriyentlar bo‘yicha kreditor qarzdorlik (AQSh dollarida); HR — mikronutriyentlar xarid qilish uchun ochilgan maxsus hisob raqamdagi hamda ularni xarid qilish uchun boshqa hisob raqamga ko‘chirilgan mablag‘larning umumiy qiymati (AQSh dollarida); MBO — Markaziy byuro omboridagi tuzni yodlovchi mikronutriyentlarning qiymati (AQSh dollarida); US — Markaziy byuro omboridagi tuzni yodlovchi mikronutriyentlarning miqdori (kg); N — yetkazib beruvchi bilan tuzilgan so‘ngi shartnomadagi bir kilogramm mikronutriyentning narxi (AQSh dollarida). BK — belgilangan kurs (so‘m); Formuladagi ko‘rsatkichlar qiymatining AQSh dollaridagi ekvivalenti shu sanaga belgilangan kurs bo‘yicha qayta hisoblash yo‘li bilan aniqlanadi.”. 4. 15-banddan 5. 6. Mazkur o‘zgartirishlar O‘zbekiston Respublikasi Savdo-sanoat palatasi hamda Xususiylashtirilgan korxonalarga ko‘maklashish va raqobatni rivojlantirish davlat qo‘mitasi bilan kelishilgan."
