law_act_id,paragraph_id,text
7182157,7182172,O‘zbekiston Respublikasining Shaharsozlik 1. SHNQ 2.05.01-23 “Temir yo‘llar. Loyihalash talablari” shaharsozlik normalari va qoidalari 2. Ayrim shaharsozlik normalari va qoidalari
7182157,7182175,"3. Mazkur buyruq O‘zbekiston Respublikasi Favqulodda vaziyatlar vazirligi, Energetika vazirligi, Transport vazirligi, Ekologiya, atrof-muhitni muhofaza qilish va iqlim o‘zgarishi vazirligi hamda Sog‘liqni saqlash vazirligi huzuridagi Sanitariya-epidemiologik osoyishtalik va jamoat salomatligi qo‘mitasi bilan kelishilgan. 4. Ushbu buyruq rasmiy e’lon qilingan kundan e’tiboran kuchga kiradi."
