law_act_id,paragraph_id,text
6468121,6468132,"“O‘zbekiston Respublikasi Mehnat kodeksining 208-moddasiga qo‘shimcha va o‘zgartish kiritish to‘g‘risida”gi QL-1020-sonli O‘zbekiston Respublikasi qonuni loyihasi bo‘yicha O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasi Demokratik institutlar, nodavlat tashkilotlar va fuqarolarning o‘zini o‘zi boshqarish organlari qo‘mitasining xulosasini ko‘rib chiqib, O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining Kengashi qaror qiladi:"
6468121,6468133,"1. O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining deputatlari F. Sharipov, Z. Akramova va U. O‘rozboyev tomonidan 2023-yil 7-aprelda kiritilgan “O‘zbekiston Respublikasi Mehnat kodeksining 208-moddasiga qo‘shimcha va o‘zgartish kiritish to‘g‘risida”gi QL-1020-sonli O‘zbekiston Respublikasi qonuni loyihasi birinchi o‘qishda ko‘rib chiqish uchun O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining navbatdagi majlisi kun tartibi loyihasiga kiritilsin. 2. Ushbu Qaror qabul qilingan kundan e’tiboran kuchga kiradi."
